Matrícula,Início,Término,Situação,Contrato,Usuário
2351374,1992-04-01,,EM EXERCÍCIO,6689/2022,7612
347990,2014-02-13,,EM EXERCÍCIO,6351/2022,7618
361224,2006-03-29,,EM EXERCÍCIO,6544/2022,1101
325023,2005-08-01,,EM EXERCÍCIO,5703/2022,10124
350982,2023-04-01,2023-09-27,EXONERADO/RESCISO,25143/2023,6967
304310,1990-02-01,,EM EXERCÍCIO,5405/2022,935
153699,1986-05-08,,EM EXERCÍCIO,696/2023,7679
362794,2023-03-20,2023-09-15,EXONERADO/RESCISO,20957/2023,5169
9132783,2023-09-18,2025-06-26,EM EXERCÍCIO,27981/2023,4167
9366857,2023-03-20,2023-09-15,EXONERADO/RESCISO,21783/2023,5290
9254889,2023-03-29,2023-12-31,EM EXERCÍCIO,25232/2023,1697
9065229,2023-12-01,2025-10-31,EM EXERCÍCIO,32073/2023,3270
218324,1991-07-03,,EM EXERCÍCIO,1509/2023,3199
9420355,2023-03-20,2023-09-15,EXONERADO/RESCISO,22156/2023,3847
265454,1998-03-09,,EM EXERCÍCIO,4887/2023,790
247324,1989-06-30,,EM EXERCÍCIO,4373/2022,1111
253855,1990-03-01,,EM EXERCÍCIO,4709/2022,6515
9128778,2023-03-20,2023-09-15,EXONERADO/RESCISO,20983/2023,10467
9465081,2022-11-01,2023-01-28,EM EXERCÍCIO,19075/2022,7627
265438,1992-03-25,,EM EXERCÍCIO,4886/2022,2448
2753766,1994-03-10,,EM EXERCÍCIO,7540/2022,10127
9180753,2022-08-12,2023-01-28,EM EXERCÍCIO,17516/2022,8874
326844,2006-07-25,,EM EXERCÍCIO,5784/2022,8777
9090959,2011-01-11,,EM EXERCÍCIO,8231/2023,9481
243736,1990-03-01,,EM EXERCÍCIO,4268/2022,8801
221694,1991-07-08,,EM EXERCÍCIO,1641/2023,4798
303445,1993-12-01,,EM EXERCÍCIO,5378/2023,7084
9303146,2022-06-30,2022-12-16,EXONERADO/RESCISO,10905/2023,6257
331295,1994-08-01,,EM EXERCÍCIO,6059/2022,7152
2754479,1994-03-11,,EM EXERCÍCIO,7578/2022,7741
9260293,2023-11-01,2025-06-26,EM EXERCÍCIO,31038/2023,5934
9407626,2014-06-09,,EM EXERCÍCIO,12758/2022,1813
9319697,2023-03-20,2023-09-15,EXONERADO/RESCISO,22540/2023,8660
9414452,2022-05-13,2023-01-28,EM EXERCÍCIO,18585/2022,3035
220647,2008-03-07,,EM EXERCÍCIO,1603/2023,3550
256501,2006-03-29,,EM EXERCÍCIO,4779/2023,3905
137332,1984-08-01,,EM EXERCÍCIO,471/2022,4969
267937,1993-03-09,,EM EXERCÍCIO,4990/2023,7038
69043,1992-05-06,,EM EXERCÍCIO,286/2022,6335
2366525,2006-03-29,,EM EXERCÍCIO,6935/2022,710
9076174,2023-03-13,2023-09-08,EXONERADO/RESCISO,24157/2023,10312
269000,1994-05-10,,APOSENTADO,5042/2023,2990
9345604,2023-10-30,2025-10-29,EM EXERCÍCIO,31913/2023,10541
9200355,2014-01-20,,EM EXERCÍCIO,9843/2022,4943
9136738,2011-01-11,,EM EXERCÍCIO,8979/2023,8317
9332502,2022-06-01,,EM EXERCÍCIO,18689/2023,5663
9425730,2023-04-01,2023-04-03,EXONERADO/RESCISO,25327/2023,5894
9441581,2023-10-24,2025-10-23,EM EXERCÍCIO,31840/2023,6446
229733,1992-02-11,,EM EXERCÍCIO,3532/2023,4611
240141,1989-08-30,,EM EXERCÍCIO,18050/2022,8391
9384189,2023-03-20,2023-09-15,EXONERADO/RESCISO,21852/2023,10263
9360379,2023-12-05,2025-01-28,EM EXERCÍCIO,32529/2023,9652
9230343,2022-11-17,2024-09-30,EM EXERCÍCIO,10208/2023,6228
9438718,2023-09-18,2025-06-26,EM EXERCÍCIO,30091/2023,6010
9422803,2020-09-04,,EM EXERCÍCIO,13000/2022,2387
9397060,2023-03-20,2023-09-15,EXONERADO/RESCISO,20853/2023,9225
9367039,2023-11-24,2025-10-31,EM EXERCÍCIO,32358/2023,9608
9282513,2023-09-18,2025-06-26,EM EXERCÍCIO,28523/2023,8242
9369627,2021-03-27,2023-02-27,LICENCIADO,12112/2022,3053
9257233,2014-01-20,,EM EXERCÍCIO,10485/2022,5086
9390332,2020-03-16,,EM EXERCÍCIO,12426/2022,5445
9174630,2023-09-18,2025-06-26,EM EXERCÍCIO,27652/2023,4501
9158790,2023-03-20,2023-12-31,EM EXERCÍCIO,23657/2023,3607
9303219,2023-10-24,2025-10-23,EM EXERCÍCIO,31601/2023,1783
9414444,2023-03-20,2023-09-15,EXONERADO/RESCISO,21670/2023,6668
9385568,2023-03-27,,EM EXERCÍCIO,24754/2023,8321
9092595,2020-07-26,,EM EXERCÍCIO,8283/2022,2186
9305220,2023-09-18,2025-06-26,EM EXERCÍCIO,30030/2023,2947
9290451,2021-03-01,,EM EXERCÍCIO,10789/2022,9397
329487,1994-08-01,,EM EXERCÍCIO,5971/2022,4745
9099441,2006-03-29,,EM EXERCÍCIO,8416/2023,3537
234214,1992-02-06,,EM EXERCÍCIO,3672/2022,6715
9351809,2019-08-28,,EM EXERCÍCIO,11771/2022,9417
9372849,2023-02-01,2025-01-28,EM EXERCÍCIO,20192/2023,8169
9367888,2014-07-09,,EM EXERCÍCIO,12077/2023,2274
9158243,2023-11-01,2025-06-26,EM EXERCÍCIO,31284/2023,9163
9320504,2014-01-20,,EM EXERCÍCIO,11220/2023,3446
9425101,2022-06-30,2023-01-28,EM EXERCÍCIO,18692/2022,1907
9250514,2017-05-30,,EM EXERCÍCIO,10319/2022,6305
9327525,2020-11-17,2024-09-30,EM EXERCÍCIO,11401/2023,8280
361704,2022-06-01,,EM EXERCÍCIO,18684/2022,9555
9395210,2021-10-01,2023-02-27,EXONERADO/RESCISO,12600/2022,1715
334022,1994-09-15,,EM EXERCÍCIO,6131/2022,2146
9183086,2023-03-20,2023-09-15,EXONERADO/RESCISO,21595/2023,8661
9326456,2023-09-01,2025-06-26,EXONERADO/RESCISO,27364/2023,6586
225797,1992-03-20,,EM EXERCÍCIO,3339/2022,8971
9059504,2023-10-02,2025-06-26,EM EXERCÍCIO,30449/2023,3842
254134,1990-03-01,,EM EXERCÍCIO,4722/2022,7950
9104828,2023-03-20,2023-09-15,EXONERADO/RESCISO,23052/2023,8304
9175610,2014-01-20,,EM EXERCÍCIO,9604/2022,1955
9177523,2023-03-20,2023-09-15,EXONERADO/RESCISO,21787/2023,4729
9320440,2023-09-18,2025-06-26,EM EXERCÍCIO,30063/2023,3341
276456,2005-08-01,,EM EXERCÍCIO,5138/2023,7415
9443991,2016-01-20,,EM EXERCÍCIO,13354/2022,2181
9060243,2023-09-18,2025-06-26,EM EXERCÍCIO,28403/2023,8807
9064788,2023-10-24,2025-10-23,EM EXERCÍCIO,31542/2023,7124
9232702,2014-02-13,,EM EXERCÍCIO,10234/2022,7042
201243,1990-03-01,,EM EXERCÍCIO,1374/2023,5385
9062025,1998-03-19,,EM EXERCÍCIO,7795/2022,918
141542,2023-09-11,2025-06-26,EM EXERCÍCIO,27850/2023,9634
9245812,2015-01-14,,EM EXERCÍCIO,10282/2023,4236
358975,2023-03-20,2023-09-15,EXONERADO/RESCISO,20936/2023,2070
9096388,2006-07-25,,EM EXERCÍCIO,8376/2023,7695
2379147,1992-04-28,,EM EXERCÍCIO,7170/2022,8708
254126,1990-03-01,,EM EXERCÍCIO,4721/2022,1602
9077146,2023-01-02,2023-12-31,EM EXERCÍCIO,25772/2023,640
221872,1992-04-01,,EM EXERCÍCIO,1651/2022,6497
9392220,2014-01-20,,EM EXERCÍCIO,12506/2023,1996
9390952,2014-01-20,,EM EXERCÍCIO,12461/2022,10441
9369805,2023-09-18,2025-06-26,EM EXERCÍCIO,29940/2023,9448
302872,1993-11-01,,EM EXERCÍCIO,5373/2022,6123
9416145,2020-10-02,,EM EXERCÍCIO,12860/2022,3167
9207040,2006-07-25,,EM EXERCÍCIO,10031/2022,1281
2382342,1992-05-20,,EM EXERCÍCIO,7323/2022,9351
2356384,1992-05-13,,EM EXERCÍCIO,6831/2022,10122
9380019,2023-06-01,2024-09-29,EM EXERCÍCIO,26295/2023,7117
9426299,2023-10-30,2025-10-29,EM EXERCÍCIO,31805/2023,7817
9092366,2006-07-25,,EM EXERCÍCIO,8276/2023,4250
2752450,1994-03-11,,EM EXERCÍCIO,7484/2023,7639
239968,1992-04-03,,EM EXERCÍCIO,17644/2022,6141
9414193,2023-01-16,2023-12-31,EXONERADO/RESCISO,19319/2023,8366
362018,1998-03-09,,EM EXERCÍCIO,6558/2022,4075
324744,1994-05-10,,EM EXERCÍCIO,5680/2022,3444
9423648,2021-08-10,2023-01-28,EXONERADO/RESCISO,13031/2023,4004
9128590,2023-09-18,2025-06-26,EM EXERCÍCIO,27406/2023,9365
9147250,2014-01-20,,EM EXERCÍCIO,9037/2022,4971
9349774,2023-10-24,2025-10-23,EM EXERCÍCIO,31492/2023,1579
9443223,2016-01-20,,EM EXERCÍCIO,13304/2022,1243
2754592,1994-03-15,,EM EXERCÍCIO,7585/2022,3623
9474447,2017-05-30,,EM EXERCÍCIO,14026/2022,6266
9274871,2023-03-20,2023-09-15,EXONERADO/RESCISO,21201/2023,8809
9457798,2023-09-18,2025-06-26,EM EXERCÍCIO,29810/2023,6812
9437908,2015-08-14,,EM EXERCÍCIO,13230/2022,661
289191,1990-03-01,,EM EXERCÍCIO,5246/2022,1051
235750,1992-05-26,,EM EXERCÍCIO,3760/2022,2157
9418784,2023-03-20,2023-09-15,EXONERADO/RESCISO,23073/2023,8457
225908,1991-07-26,,APOSENTADO,3347/2023,8563
2753880,2014-01-20,,EM EXERCÍCIO,7548/2022,8574
9469370,2023-04-01,2023-09-27,EXONERADO/RESCISO,24258/2023,10255
9310711,2023-01-02,2023-12-31,EM EXERCÍCIO,25773/2023,6461
233277,1992-02-20,,EM EXERCÍCIO,3634/2023,9409
9304045,2014-02-14,,LICENCIADO,10943/2022,4415
152021,1985-02-01,,EM EXERCÍCIO,668/2023,2922
304301,1990-02-01,,EM EXERCÍCIO,5404/2023,7495
327921,1994-05-09,,EM EXERCÍCIO,5861/2022,3142
274100,1993-10-01,,EM EXERCÍCIO,5094/2022,8240
9104992,2014-01-20,,EM EXERCÍCIO,8474/2022,909
253979,1989-06-30,,EM EXERCÍCIO,4714/2023,3371
9226966,2023-03-13,2023-09-08,EXONERADO/RESCISO,20453/2023,7096
9457674,2023-10-30,2025-10-29,EM EXERCÍCIO,31759/2023,4280
9446842,2023-11-01,2025-06-26,EM EXERCÍCIO,31291/2023,3310
9061509,1998-03-12,,EM EXERCÍCIO,7750/2022,1268
151319,1984-08-01,,LICENCIADO,644/2023,8314
264083,1992-08-13,,EM EXERCÍCIO,4864/2022,9717
2755165,1994-03-14,,EM EXERCÍCIO,7618/2022,5915
9308130,2020-11-17,2024-09-30,EM EXERCÍCIO,11007/2022,6884
9445587,2023-09-11,2025-06-26,EM EXERCÍCIO,27354/2023,5667
348074,2021-06-14,2023-02-27,EM EXERCÍCIO,6353/2023,7966
215945,1991-03-01,,EM EXERCÍCIO,1491/2022,6943
2752387,1994-03-11,,EM EXERCÍCIO,7480/2023,7357
162000,1985-03-01,,EM EXERCÍCIO,864/2022,3544
268011,1992-04-25,,EM EXERCÍCIO,4996/2022,1467
9448861,2022-11-01,2024-01-05,EM EXERCÍCIO,19373/2022,5170
268020,2006-03-29,,EM EXERCÍCIO,4998/2022,6206
390,1992-05-20,,EM EXERCÍCIO,3894/2022,10050
130486,1998-03-19,,EM EXERCÍCIO,431/2023,8731
233633,1992-02-18,,EM EXERCÍCIO,3645/2022,9121
9177124,2022-07-08,2023-11-12,EM EXERCÍCIO,19790/2023,4477
9227253,2023-10-24,2025-10-23,EM EXERCÍCIO,31457/2023,1464
248843,1990-03-01,,EM EXERCÍCIO,4429/2023,2072
254070,1990-03-01,,EM EXERCÍCIO,4719/2022,9148
223921,1992-02-01,,EM EXERCÍCIO,1688/2022,7313
266426,1992-08-17,,EM EXERCÍCIO,4920/2023,9043
229610,1992-02-07,,EM EXERCÍCIO,3523/2022,7806
9065938,2014-01-20,,EM EXERCÍCIO,7883/2023,8878
276588,1994-03-10,,EM EXERCÍCIO,5141/2023,3046
9128549,2021-12-31,2022-12-31,EXONERADO/RESCISO,18161/2022,3009
9074023,2014-01-20,,EM EXERCÍCIO,7979/2022,2796
9186212 ,2023-09-29,2025-06-26,EM EXERCÍCIO,28383/2023,9700
9338179,2023-11-14,2025-10-31,EM EXERCÍCIO,32113/2023,6069
320234,1993-07-02,,EM EXERCÍCIO,5573/2022,9892
2382407,1992-05-25,,EM EXERCÍCIO,7325/2023,9278
131024,2022-10-10,,EM EXERCÍCIO,18350/2022,9529
9135391,2023-09-18,2025-06-26,EM EXERCÍCIO,28887/2023,4184
324477,2011-01-11,,EM EXERCÍCIO,5659/2022,7336
248525,1990-03-01,,EM EXERCÍCIO,4412/2022,1648
9418296,2023-05-01,2025-01-28,EM EXERCÍCIO,25852/2023,6802
9429204,2015-06-16,,EM EXERCÍCIO,20058/2022,922
203041,1992-04-01,,EM EXERCÍCIO,1381/2023,9691
9390375,2023-05-31,2023-12-31,EM EXERCÍCIO,26601/2023,5155
9414525,2023-12-01,2025-06-26,EM EXERCÍCIO,32376/2023,2173
9280090,2023-10-30,2025-06-26,EM EXERCÍCIO,30502/2023,2842
143111,1986-05-13,,EM EXERCÍCIO,515/2022,600
300926,1993-11-01,,EM EXERCÍCIO,5362/2023,9552
119423,1986-05-13,,EM EXERCÍCIO,351/2022,7905
9093702,2019-08-28,,EM EXERCÍCIO,8312/2023,4641
9474404,2017-05-30,,EM EXERCÍCIO,14025/2023,7622
9227202,2023-09-18,2025-06-26,EM EXERCÍCIO,28600/2023,4049
2378990,1992-05-07,,EM EXERCÍCIO,7160/2023,7981
2376687,1992-04-20,,EM EXERCÍCIO,17580/2022,6607
9177426,2016-01-20,,EM EXERCÍCIO,9638/2023,6316
9067515,1998-06-22,,EM EXERCÍCIO,7930/2022,3736
240133,2006-03-29,,EM EXERCÍCIO,18697/2022,3963
9172599,2012-01-26,,EM EXERCÍCIO,9528/2022,10218
9175733,2014-01-20,,EM EXERCÍCIO,9610/2022,7840
2376415,1992-04-20,,EM EXERCÍCIO,7050/2022,6393
9320490,2015-01-14,,EM EXERCÍCIO,11219/2022,7424
9453440,2017-05-30,,EM EXERCÍCIO,13579/2022,3663
9184473,2005-08-01,,EM EXERCÍCIO,9736/2022,3573
9367284,2023-03-20,2023-09-15,EXONERADO/RESCISO,22693/2023,1330
9251308,2023-03-20,2023-09-15,EXONERADO/RESCISO,21609/2023,9402
9326472,2023-09-28,2025-06-26,EM EXERCÍCIO,28325/2023,1115
249688,1990-03-01,,EM EXERCÍCIO,4479/2022,8407
9125752,2014-01-20,,EM EXERCÍCIO,8745/2022,7329
248738,1990-03-01,,EM EXERCÍCIO,4423/2022,6913
278084,1994-03-14,,EM EXERCÍCIO,5175/2022,4605
9367969,2015-02-11,,EM EXERCÍCIO,12083/2022,4515
9092676,2023-09-18,2025-06-26,EM EXERCÍCIO,28202/2023,6348
2752484,2008-02-15,,EM EXERCÍCIO,7485/2023,7323
171450,1994-08-01,,EM EXERCÍCIO,1022/2022,4913
288721,1989-06-30,,EM EXERCÍCIO,5230/2023,7421
51870,1992-07-01,,EM EXERCÍCIO,262/2023,6728
9095756,2021-08-10,2023-02-27,EXONERADO/RESCISO,8362/2022,1378
253472,1990-03-01,,EM EXERCÍCIO,4689/2022,4826
119067,1986-05-13,,EM EXERCÍCIO,349/2023,2928
275921,2023-03-03,2023-12-31,EM EXERCÍCIO,20420/2023,8009
351075,1998-03-19,,EM EXERCÍCIO,6420/2023,2116
2366983,1992-05-15,,EM EXERCÍCIO,6963/2023,5879
9075224,2023-04-01,2023-09-27,EXONERADO/RESCISO,23404/2023,4364
9337830,2012-01-26,,EM EXERCÍCIO,11531/2022,8785
9177345,2014-01-20,,EM EXERCÍCIO,9634/2022,2393
9252428,2019-03-25,2021-02-25,EXONERADO/RESCISO,10391/2022,2041
9226397,2014-01-20,,EM EXERCÍCIO,10126/2023,4579
9446737,2023-09-01,2025-06-26,EM EXERCÍCIO,29021/2023,1228
22403,2022-11-01,2023-01-28,EM EXERCÍCIO,19133/2023,6301
9445471,2022-09-02,2024-01-05,EM EXERCÍCIO,19942/2022,1535
9347062,2017-05-30,,EM EXERCÍCIO,11672/2022,868
9327517,2020-11-17,2024-09-30,EM EXERCÍCIO,11400/2022,8269
237213,2023-10-30,2025-10-29,EM EXERCÍCIO,31651/2023,5154
9059288,2014-01-20,,EM EXERCÍCIO,7693/2022,6471
2384671,1992-04-14,,EM EXERCÍCIO,7420/2023,1233
9405615,2023-09-18,2025-06-26,EM EXERCÍCIO,30229/2023,2298
9252100,2014-01-20,,EM EXERCÍCIO,10379/2023,9990
9185038,2021-12-10,2023-11-12,EM EXERCÍCIO,9758/2022,1384
9369562,2023-04-01,2023-09-27,EXONERADO/RESCISO,25050/2023,2830
9345680,2023-09-01,2025-06-26,EM EXERCÍCIO,29337/2023,4881
9113908,2023-03-16,2023-12-31,EM EXERCÍCIO,18239/2023,3280
3225321,2012-01-26,,EM EXERCÍCIO,7643/2022,4563
268372,1992-05-26,,EM EXERCÍCIO,5013/2023,10328
354090,1998-03-19,,EM EXERCÍCIO,6459/2022,7688
9142541,2022-06-01,,EM EXERCÍCIO,18698/2023,6276
9260552,2023-03-20,2023-09-15,EXONERADO/RESCISO,21416/2023,9352
231088,1992-03-17,,EM EXERCÍCIO,3593/2022,7384
9400460,2023-09-18,2025-06-26,EM EXERCÍCIO,29933/2023,2790
254053,2005-08-01,,APOSENTADO,4718/2023,8837
304735,1993-01-13,,EM EXERCÍCIO,5418/2022,5058
9360220,2014-01-20,,EM EXERCÍCIO,11907/2022,3443
2381788,1992-05-25,,EM EXERCÍCIO,7305/2023,7240
9172572,2022-09-02,2023-01-28,EM EXERCÍCIO,17694/2023,4667
9422781,2023-09-01,2025-06-26,EM EXERCÍCIO,27789/2023,1975
219380,1991-07-04,,EM EXERCÍCIO,1540/2022,10243
9367802,2015-01-14,,EM EXERCÍCIO,12073/2023,8705
9202188,2020-09-04,,EM EXERCÍCIO,9932/2023,3412
9345795,2023-03-20,2024-01-04,EM EXERCÍCIO,24273/2023,10364
9474358,2017-05-30,,EM EXERCÍCIO,14023/2022,9458
9158987,2022-05-23,2023-01-28,EM EXERCÍCIO,18824/2023,10600
9372830,2023-03-20,2023-09-15,EXONERADO/RESCISO,22958/2023,3533
9302921,2023-02-28,,EM EXERCÍCIO,20387/2023,586
9149538,2023-03-20,2023-09-15,EXONERADO/RESCISO,22136/2023,6658
324256,1994-05-09,,EM EXERCÍCIO,5644/2022,6930
343048,2023-09-18,2025-06-26,EM EXERCÍCIO,27706/2023,6419
9135324,2023-09-18,2025-06-26,EM EXERCÍCIO,28442/2023,8834
9308024,2014-01-20,,EM EXERCÍCIO,11003/2022,5472
9141421,2006-03-29,,EM EXERCÍCIO,9004/2022,4536
9174699,2023-03-20,2023-09-15,EXONERADO/RESCISO,22580/2023,8666
9395148,2023-09-18,2025-06-26,EM EXERCÍCIO,27550/2023,5930
9325522,2023-05-17,2025-01-28,EM EXERCÍCIO,26363/2023,10298
9364455,2019-03-01,2023-02-27,EXONERADO/RESCISO,11960/2022,5196
9354492,2022-11-07,2024-01-28,EM EXERCÍCIO,19357/2023,5352
9202170,2011-01-11,,EM EXERCÍCIO,9930/2023,7557
257443,2023-01-01,2023-12-31,EM EXERCÍCIO,26536/2023,2285
275549,2006-03-29,,EM EXERCÍCIO,5103/2022,8603
277630,1994-03-09,,EM EXERCÍCIO,5165/2022,3693
9098500,2023-04-01,2023-09-27,EXONERADO/RESCISO,25119/2023,9099
9174311,2014-01-20,,EM EXERCÍCIO,9561/2023,1773
9352660,2023-04-01,2023-09-27,EXONERADO/RESCISO,24254/2023,2063
9145168,2021-10-01,2023-01-28,EM EXERCÍCIO,9017/2023,1277
9353771,2022-08-12,2023-01-28,EM EXERCÍCIO,17586/2023,5698
339750,2023-01-02,2023-12-31,EM EXERCÍCIO,26303/2023,5102
9348930,2023-09-18,2025-06-26,EM EXERCÍCIO,28141/2023,10174
9153241,2023-10-30,2025-10-29,EM EXERCÍCIO,31507/2023,946
9063013,2023-03-20,2023-09-15,EXONERADO/RESCISO,23627/2023,2649
327964,1994-05-09,,EM EXERCÍCIO,5865/2023,4310
9432841,2023-10-02,2025-06-26,EM EXERCÍCIO,30387/2023,9616
268771,1992-05-26,,EM EXERCÍCIO,5031/2022,10042
257931,2023-01-02,2023-12-31,EM EXERCÍCIO,25775/2023,4449
2368277,1992-06-01,,EM EXERCÍCIO,7038/2022,1253
9373853,2023-10-23,2025-10-22,EM EXERCÍCIO,30648/2023,6796
9325638,2022-01-13,2024-01-05,EM EXERCÍCIO,11331/2023,3538
67032,2023-01-17,0001-01-01,EXONERADO/RESCISO,18973/2023,10125
221597,1992-02-01,,EM EXERCÍCIO,17581/2022,6225
9062068,1998-03-26,,EM EXERCÍCIO,7799/2022,1991
2376733,1998-03-24,,EM EXERCÍCIO,7067/2023,5510
275891,1994-03-14,,EM EXERCÍCIO,5113/2022,6388
144800,1998-03-11,,EM EXERCÍCIO,528/2022,9986
9252231,2020-09-04,,EM EXERCÍCIO,10382/2022,10424
2350246,1992-02-12,,EM EXERCÍCIO,6667/2022,8626
9230424,2023-09-18,2025-06-26,EM EXERCÍCIO,30068/2023,4440
246956,1989-07-01,,EM EXERCÍCIO,4355/2022,9147
2384922,1998-03-12,,EM EXERCÍCIO,7431/2023,5620
9320431,2023-03-20,2023-09-15,EXONERADO/RESCISO,21907/2023,2132
2367408,2021-03-15,2022-06-30,EXONERADO/RESCISO,6986/2023,1898
2380099,1992-04-30,,EM EXERCÍCIO,7212/2022,3357
9203125,2023-03-20,2023-09-15,EXONERADO/RESCISO,24256/2023,9859
9061614,1998-03-11,,EM EXERCÍCIO,7758/2022,2856
9074660,2022-06-29,2023-06-29,EM EXERCÍCIO,7992/2022,10068
9273310,2014-01-20,,EM EXERCÍCIO,10549/2022,4549
9251588,2008-02-15,,LICENCIADO,10358/2022,9141
347612,2006-03-29,,EM EXERCÍCIO,6340/2022,2198
269174,1993-09-08,,EM EXERCÍCIO,5049/2022,6122
9367977,2022-06-03,,EM EXERCÍCIO,19974/2022,1640
2356554,1992-03-27,,EM EXERCÍCIO,6841/2022,7585
9385606,2023-09-18,2025-06-26,EM EXERCÍCIO,30177/2023,4117
9095861,2014-01-20,,EM EXERCÍCIO,8367/2022,7040
9066527,1998-05-14,,EM EXERCÍCIO,7906/2023,1593
9158367,2011-01-11,,EM EXERCÍCIO,9347/2022,2490
9257020,2011-01-11,,EM EXERCÍCIO,10477/2022,8351
237396,1992-06-01,,EM EXERCÍCIO,3858/2023,7564
9332316,2023-03-20,2023-09-15,EXONERADO/RESCISO,23229/2023,9377
229172,1992-02-01,,EM EXERCÍCIO,3501/2022,8420
9370897,2023-04-01,2023-09-27,EXONERADO/RESCISO,25122/2023,2099
350834,2008-02-20,2022-12-31,EXONERADO/RESCISO,18397/2022,3464
2754126,1994-03-24,,EM EXERCÍCIO,7561/2022,2749
343803,2023-03-13,2023-09-08,EXONERADO/RESCISO,22063/2023,2412
2376636,1992-05-22,,EM EXERCÍCIO,7063/2022,5346
9460357,2022-05-13,2023-01-28,EM EXERCÍCIO,18212/2023,3947
2377667,1992-04-03,,EM EXERCÍCIO,7105/2022,9053
349348,2006-03-29,,EM EXERCÍCIO,6367/2023,1836
9358218,2023-03-20,2023-09-15,EXONERADO/RESCISO,23036/2023,4926
9310193,2023-09-11,2025-06-26,EM EXERCÍCIO,27688/2023,3706
249106,1990-03-01,,EM EXERCÍCIO,4444/2022,3722
9140425,2023-10-24,2025-10-23,EM EXERCÍCIO,31356/2023,1568
9426485,2023-06-22,2023-12-13,EXONERADO/RESCISO,26704/2023,7131
264318,1998-03-10,,EM EXERCÍCIO,4867/2022,6137
9185909,2006-07-25,,EM EXERCÍCIO,9761/2022,1545
9250727,2014-01-20,,EM EXERCÍCIO,10325/2023,4854
9155414,2023-09-18,2025-06-26,EM EXERCÍCIO,30221/2023,6145
324248,1994-05-10,,EM EXERCÍCIO,5643/2022,8604
167649,1986-05-09,,EM EXERCÍCIO,946/2023,10132
328057,1994-05-09,,EM EXERCÍCIO,5872/2022,6628
2350858,2022-06-01,,EM EXERCÍCIO,18734/2023,8966
9087133,2023-09-18,2025-06-26,EM EXERCÍCIO,27398/2023,8142
9410716,2014-06-09,,EM EXERCÍCIO,12763/2022,1211
341746,2014-01-20,,EM EXERCÍCIO,6270/2022,8498
9086471,2014-01-20,,EM EXERCÍCIO,8161/2022,684
9252274,2014-01-20,,EM EXERCÍCIO,10385/2022,3567
9453431,2018-04-25,,EM EXERCÍCIO,13578/2022,4163
9322035,2023-09-18,2025-06-26,EM EXERCÍCIO,27405/2023,1732
9088024,2022-01-14,2024-01-05,EM EXERCÍCIO,8203/2023,1780
9364005,2014-02-13,,EM EXERCÍCIO,17561/2022,6147
2380617,1992-08-18,,EM EXERCÍCIO,7242/2023,10077
246603,2005-08-01,,EM EXERCÍCIO,18700/2022,8842
341037,2014-01-20,,EM EXERCÍCIO,6248/2022,1569
9184872,2023-12-01,2025-06-26,EM EXERCÍCIO,32284/2023,7227
237230,1992-05-01,,EM EXERCÍCIO,3846/2022,728
9149694,2014-03-06,,EM EXERCÍCIO,9087/2023,9139
237531,2011-01-11,,EM EXERCÍCIO,3868/2023,10555
9243968,2014-04-10,,EM EXERCÍCIO,10274/2022,2848
9356860,2023-09-01,2025-06-26,EM EXERCÍCIO,27779/2023,3066
9289089,2015-06-08,,EM EXERCÍCIO,10775/2022,4249
9444130,2021-08-10,2023-01-28,EM EXERCÍCIO,13360/2023,6558
9451919,2023-09-28,2025-06-26,EM EXERCÍCIO,27799/2023,2237
9338748,2021-06-18,,EM EXERCÍCIO,11570/2023,9254
9410694,2023-09-18,2025-06-26,EM EXERCÍCIO,28894/2023,1837
9405844,2023-09-18,2025-06-26,EM EXERCÍCIO,28913/2023,7972
9394680,2022-06-23,2023-01-28,EM EXERCÍCIO,20014/2023,9210
9319352,2014-01-20,,EM EXERCÍCIO,11179/2022,4553
9310797,2020-11-17,2024-09-30,EM EXERCÍCIO,11059/2023,7119
9288066,2014-01-20,,EM EXERCÍCIO,10753/2023,1516
9449701,2023-10-30,2025-06-26,EM EXERCÍCIO,30084/2023,3474
9311408,2023-03-20,2023-09-15,EXONERADO/RESCISO,21685/2023,2492
9443975,2016-01-20,,EM EXERCÍCIO,13352/2022,8605
249009,1990-03-01,,EM EXERCÍCIO,4438/2022,9303
9290354,2023-03-13,2023-09-08,EXONERADO/RESCISO,20706/2023,4768
9455515,2023-03-13,2023-09-08,EXONERADO/RESCISO,21346/2023,9239
9422862,2023-03-13,2023-09-08,EXONERADO/RESCISO,22463/2023,7864
9327290,2020-11-17,2024-09-30,EM EXERCÍCIO,11391/2023,5335
9366938,2020-09-04,,EM EXERCÍCIO,12044/2023,6118
268100,2023-07-05,2023-12-31,EM EXERCÍCIO,27138/2023,4715
2376962,1992-05-13,,EM EXERCÍCIO,7076/2022,5453
106178,2006-07-25,,EM EXERCÍCIO,331/2022,9733
39012,2005-08-01,,EM EXERCÍCIO,199/2022,6986
9168222,2006-03-29,,EM EXERCÍCIO,9460/2022,5092
239836,1989-06-30,,EM EXERCÍCIO,17642/2022,6214
9229817,2014-01-20,,EM EXERCÍCIO,10185/2023,3632
9390219,2014-01-20,,EM EXERCÍCIO,12413/2022,3944
9178570,2006-03-29,,EM EXERCÍCIO,9675/2023,983
9395997,2014-03-06,,EM EXERCÍCIO,12612/2023,5927
